x,y,z,r_hat_vox,theta_deg,winding_ordinal,dk_to_nearest_measured,ct_brightness
1912.9,2065.9,3984,44.6,132.0,4,1,133
1907.6,2082.8,4112,57.4,132.0,4,1,171
1878.5,2093.4,4816,72.7,132.0,4,1,122
1909.1,2086.6,4880,59.4,132.0,4,1,165
1914.6,2118.4,5072,82.5,132.0,4,1,145
1925.4,2138.8,5200,86.3,132.0,4,1,122
1904.8,2171.6,5392,101.7,132.0,4,1,139
1910.3,2226.5,6864,72.1,132.0,4,1,120
1867.1,2038.7,7824,62.7,132.0,4,1,142
1641.0,1816.1,10384,61.0,132.0,4,1,142
1625.9,1790.0,10640,58.3,132.0,4,3,171
1886.1,1291.0,10960,55.8,132.0,4,2,154
1482.1,1922.0,1168,85.3,138.0,4,1,143
1512.1,1848.6,1296,114.0,138.0,4,1,205
1538.7,1735.8,1680,58.8,138.0,4,1,234
1732.1,2018.5,2576,62.2,138.0,4,1,173
1788.9,2054.7,2896,75.2,138.0,4,2,152
1789.3,2063.8,3216,56.8,138.0,4,1,126
1885.9,2054.1,3792,51.8,138.0,4,1,120
1899.3,2107.8,4048,81.2,138.0,4,1,146
1849.3,2123.9,4240,84.4,138.0,4,1,138
1846.6,2106.4,4688,67.4,138.0,4,2,134
1841.8,2030.0,7888,63.9,138.0,4,1,131
1686.5,1905.1,8784,60.7,138.0,4,1,138
1682.6,1927.6,8848,69.3,138.0,4,1,158
1623.7,1901.7,9808,68.0,138.0,4,1,162
1546.0,1900.9,10128,104.9,138.0,4,1,163
1609.6,1777.6,10704,50.1,138.0,4,1,115
1837.6,1477.0,10896,66.0,138.0,4,1,144
1480.6,1912.0,1168,80.1,144.0,4,1,162
1541.6,1772.7,1360,80.2,144.0,4,1,181
1559.4,1755.8,1424,61.8,144.0,4,1,162
1536.6,1729.8,1680,56.6,144.0,4,1,210
1708.6,1999.4,2512,62.9,144.0,4,1,226
1769.9,2033.2,2768,75.2,144.0,4,1,132
1805.8,2064.3,3280,49.3,144.0,4,2,117
1890.7,2057.1,4368,52.8,144.0,4,1,140
1873.0,2190.1,6928,72.5,144.0,4,1,128
1771.2,1892.4,9168,58.2,144.0,4,1,156
1483.0,1799.4,1872,136.4,150.0,4,1,190
1519.7,1871.4,2064,77.0,150.0,4,1,152
1522.7,1910.1,2192,68.0,150.0,4,1,165
1729.7,2004.9,2576,56.2,150.0,4,1,129
1788.4,2052.3,3152,66.3,150.0,4,1,116
1780.0,2073.2,3280,75.8,150.0,4,1,146
1820.7,2068.2,3408,51.6,150.0,4,1,130
1876.8,2046.9,3792,54.9,150.0,4,1,115
1891.2,2071.7,4112,63.2,150.0,4,3,148
1872.4,2092.7,4944,95.1,150.0,4,1,126
1915.6,2113.7,5200,78.0,150.0,4,1,117
1908.0,2144.6,5520,67.2,150.0,4,1,139
1898.8,2178.1,6352,69.5,150.0,4,1,170
1948.2,2194.4,6992,63.8,150.0,4,1,125
1883.0,2165.6,7184,60.2,150.0,4,1,133
1866.0,2167.5,7312,116.8,150.0,4,1,135
1768.5,1879.6,9104,58.1,150.0,4,1,132
1615.5,1775.2,10640,57.1,150.0,4,2,147
1726.5,1607.1,10832,150.1,150.0,4,1,166
1873.1,1278.6,10960,58.1,150.0,4,1,148
1528.3,1764.9,1936,79.9,156.0,4,1,152
1698.6,1989.5,2512,66.7,156.0,4,1,119
1692.9,2014.8,2576,93.5,156.0,4,1,158
1720.5,2023.6,2640,87.6,156.0,4,1,119
1877.4,2051.0,4368,61.4,156.0,4,1,150
1792.8,2107.5,4688,113.6,156.0,4,1,144
1901.1,2077.0,5008,68.3,156.0,4,1,109
1893.7,2172.4,6352,71.6,156.0,4,1,149
1887.9,2202.3,6736,69.5,156.0,4,1,145
1908.7,2195.1,6864,54.6,156.0,4,1,109
1855.5,2028.5,7760,82.6,156.0,4,1,131
1713.2,1935.7,9360,71.6,156.0,4,1,138
1617.2,1886.3,9936,39.7,156.0,4,1,202
1514.5,1892.3,10000,103.0,156.0,4,1,164
1565.9,1856.5,10128,63.5,156.0,4,1,177
1585.2,1797.3,10512,70.9,156.0,4,1,181
1489.3,1807.3,1296,113.0,162.0,4,1,136
1541.8,1763.5,1488,87.1,162.0,4,1,168
1440.6,1765.1,1552,159.0,162.0,4,2,141
1522.2,1758.1,1936,83.1,162.0,4,2,169
1559.5,1741.8,2000,47.5,162.0,4,3,148
1516.3,1855.7,2064,73.7,162.0,4,1,128
1542.2,1915.7,2320,84.7,162.0,4,1,160
1678.9,2027.5,2640,127.8,162.0,4,1,137
1873.8,2047.0,3600,61.6,162.0,4,1,143
1880.3,2061.5,4112,69.1,162.0,4,1,128
1822.2,2061.9,4496,95.6,162.0,4,1,114
1809.4,2089.7,4688,91.7,162.0,4,1,113
1877.5,2169.8,6352,85.8,162.0,4,1,151
1568.5,1769.5,10704,82.4,162.0,4,1,110
1644.3,1677.0,10768,83.9,162.0,4,1,178
1745.0,1568.3,10832,117.2,162.0,4,1,213
2290.4,969.0,11152,94.0,162.0,4,1,146
1443.0,1805.0,1296,157.2,168.0,4,1,128
1453.6,1723.9,1680,131.6,168.0,4,1,170
1487.8,1743.7,1808,105.8,168.0,4,1,168
1524.3,1748.8,1936,78.7,168.0,4,2,144
1430.6,1866.1,2064,159.3,168.0,4,1,140
1672.6,1980.8,2512,88.8,168.0,4,1,158
1788.9,2067.2,4304,133.9,168.0,4,1,103
1838.8,2058.2,4816,90.4,168.0,4,1,138
1888.3,2193.0,6544,87.2,168.0,4,2,184
1887.6,2188.0,6864,72.5,168.0,4,1,143
1755.6,1871.5,9168,64.1,168.0,4,1,151
1509.7,1871.4,10000,101.0,168.0,4,1,148
1597.8,1788.6,10384,85.9,168.0,4,1,158
1956.0,1135.7,11024,49.9,168.0,4,2,164
1545.9,1726.2,1424,63.7,174.0,4,1,157
1552.5,1744.2,1488,72.5,174.0,4,2,133
1672.4,1971.5,2512,87.6,174.0,4,1,144
1778.2,2011.4,2896,66.9,174.0,4,2,187
1869.1,2034.6,3600,63.6,174.0,4,3,105
1873.1,2045.1,3664,66.5,174.0,4,1,138
1749.5,2068.7,4560,128.2,174.0,4,1,123
1913.0,2077.5,5136,71.3,174.0,4,1,193
1912.8,2082.1,5200,70.8,174.0,4,1,114
1806.9,1905.1,8208,63.9,174.0,4,1,134
1563.7,1888.9,9872,91.2,174.0,4,1,207
1592.2,1754.3,10640,73.1,174.0,4,2,154
1479.9,1725.5,1360,126.6,180.0,4,1,168
1580.4,2035.4,3344,278.8,180.0,4,1,139
1878.7,2032.7,3984,64.0,180.0,4,1,141
1844.5,2026.0,4368,89.0,180.0,4,1,161
1905.5,2074.7,5200,77.7,180.0,4,1,106
1884.0,2173.0,6864,74.6,180.0,4,1,150
1554.2,1879.3,9872,100.1,180.0,4,1,143
1614.0,1651.0,10768,110.1,180.0,4,1,177
1695.3,1955.6,2512,64.6,186.0,4,1,153
1738.7,2031.8,3088,104.4,186.0,4,1,118
1822.2,2157.2,6800,114.5,186.0,4,1,111
1903.8,2167.2,6864,55.1,186.0,4,1,160
1852.5,2139.1,6928,79.6,186.0,4,1,127
1811.9,1898.0,8144,79.4,186.0,4,1,124
1776.7,1854.9,8336,85.6,186.0,4,1,115
1673.6,1874.8,8848,60.8,186.0,4,1,125
1594.9,1884.0,9744,62.4,186.0,4,1,160
1525.7,1707.8,1808,67.1,192.0,4,1,147
1531.2,1865.2,2256,76.1,192.0,4,1,136
1720.7,2016.8,3088,124.6,192.0,4,1,145
1885.6,2020.6,3984,58.5,192.0,4,1,148
1887.1,2027.6,4112,60.2,192.0,4,1,129
1796.5,2038.2,4560,82.3,192.0,4,1,140
1817.8,2044.6,4688,80.6,192.0,4,1,101
1821.3,2019.0,5008,145.3,192.0,4,1,159
1838.3,1951.3,7952,55.3,192.0,4,1,124
1648.2,1816.5,8976,101.8,192.0,4,1,157
1682.8,1842.7,9232,122.8,192.0,4,1,150
1954.0,1114.5,11024,52.0,192.0,4,1,164
1450.6,1958.7,1040,57.1,198.0,4,1,155
1775.6,1981.9,2896,72.8,198.0,4,1,124
1889.0,2021.8,3664,52.9,198.0,4,1,130
1860.4,2020.0,4304,62.5,198.0,4,2,131
1948.5,2123.6,6096,42.7,198.0,4,1,148
1879.7,2125.7,6416,100.9,198.0,4,1,178
1838.5,2134.0,6864,126.2,198.0,4,1,140
1827.3,1967.0,7888,65.3,198.0,4,1,167
1811.3,1936.4,7952,85.3,198.0,4,1,137
1800.2,1891.6,8080,82.3,198.0,4,1,164
1796.0,1874.2,8208,78.3,198.0,4,1,141
1821.6,1859.6,8272,74.6,198.0,4,1,162
1736.4,1823.6,8528,71.1,198.0,4,1,141
1580.4,1857.7,9552,144.5,198.0,4,1,146
1525.3,1837.4,9872,135.7,198.0,4,1,162
1549.2,1759.3,10320,111.2,198.0,4,1,163
1785.1,1399.8,10896,106.7,198.0,4,1,164
1530.1,1807.9,2064,61.6,204.0,4,1,159
1889.7,2016.1,3664,54.3,204.0,4,1,138
1904.6,2006.4,3920,48.0,204.0,4,1,128
1878.4,2011.1,4880,77.1,204.0,4,1,140
1897.6,2056.4,5328,82.0,204.0,4,1,156
1910.0,2090.6,5840,78.5,204.0,4,1,128
1920.2,2108.9,6224,64.6,204.0,4,1,171
1906.7,2155.5,6608,70.3,204.0,4,1,136
1873.3,2135.0,6864,93.3,204.0,4,1,150
1874.1,2116.9,7056,78.0,204.0,4,3,148
1885.1,2020.6,7504,93.8,204.0,4,1,143
1839.8,1939.3,7952,57.6,204.0,4,1,169
1794.9,1899.0,8016,92.6,204.0,4,1,161
1824.9,1893.2,8080,58.6,204.0,4,3,129
1696.8,1856.4,8720,56.3,204.0,4,2,158
1760.0,1832.3,9168,63.7,204.0,4,1,144
1744.3,1842.2,9232,64.2,204.0,4,2,167
1589.4,1790.8,10192,96.0,204.0,4,1,146
1782.5,1386.4,10896,114.0,204.0,4,1,114
1807.1,1197.7,10960,127.4,204.0,4,1,148
1464.5,1872.4,1104,72.3,210.0,4,1,128
1541.7,1807.1,2064,51.6,210.0,4,1,126
1892.1,2010.9,3664,54.5,210.0,4,1,134
1843.0,2002.1,4432,83.9,210.0,4,1,140
1773.8,1986.8,4624,136.4,210.0,4,1,153
1917.3,2074.0,5584,70.8,210.0,4,1,134
1933.2,2087.1,5648,58.0,210.0,4,1,152
1913.2,2089.9,5712,58.2,210.0,4,1,154
1873.0,2113.6,6928,67.7,210.0,4,1,133
1822.7,1870.8,8208,55.2,210.0,4,2,163
1686.7,1858.8,9488,83.3,210.0,4,1,178
1648.7,1841.1,9616,96.7,210.0,4,3,169
1615.8,1822.5,9808,67.4,210.0,4,1,153
1577.5,1704.0,10704,80.1,210.0,4,2,160
1762.5,1361.1,10896,143.4,210.0,4,1,117
1343.9,2029.4,912,136.4,216.0,4,1,137
1703.4,1922.4,2576,92.6,216.0,4,1,132
1771.6,1946.0,2768,73.1,216.0,4,1,125
1794.2,1967.6,2896,62.5,216.0,4,1,109
1895.2,2006.2,3664,54.5,216.0,4,1,138
1900.0,1986.3,3728,54.5,216.0,4,1,146
1878.6,1991.2,4112,83.3,216.0,4,1,133
1887.3,2089.4,5904,69.6,216.0,4,1,143
1929.9,2100.4,6032,51.2,216.0,4,1,102
1947.7,2106.7,6096,51.2,216.0,4,2,141
1897.3,2099.8,6288,67.1,216.0,4,2,140
1880.8,2122.8,6736,87.3,216.0,4,1,135
1844.8,1954.8,7888,55.1,216.0,4,1,119
1674.9,1780.6,8912,96.5,216.0,4,1,135
1744.5,1796.5,9104,91.9,216.0,4,1,146
1729.7,1871.0,9360,60.5,216.0,4,1,134
1719.3,1883.7,9424,61.1,216.0,4,2,106
1625.3,1729.6,10384,69.9,216.0,4,1,210
1560.2,1670.6,10640,129.5,216.0,4,1,162
1970.1,1100.1,11024,43.0,216.0,4,1,150
1499.8,1883.9,1104,36.8,222.0,4,1,155
1548.3,1728.7,1296,65.3,222.0,4,1,196
1820.7,1967.4,2960,51.4,222.0,4,2,135
1804.0,1985.7,3344,74.2,222.0,4,1,150
1906.6,2004.7,4112,52.9,222.0,4,1,120
1891.5,2013.8,4304,38.2,222.0,4,1,137
1936.6,2071.5,6160,76.4,222.0,4,1,132
1765.5,1777.4,9040,54.5,222.0,4,1,156
1701.1,1858.8,9424,90.9,222.0,4,1,130
1705.1,1852.0,9488,72.4,222.0,4,2,161
1681.5,1843.6,9616,68.5,222.0,4,2,141
1826.2,1378.3,10896,81.4,222.0,4,2,178
1661.6,1879.5,2384,44.5,228.0,4,1,159
1793.7,1947.9,2768,55.4,228.0,4,1,116
1753.2,1943.4,3088,133.6,228.0,4,1,146
1815.0,2001.2,3280,45.9,228.0,4,1,154
1899.8,1988.6,4368,50.3,228.0,4,1,141
1867.3,1986.0,4752,76.6,228.0,4,1,122
1923.6,2044.5,5456,78.5,228.0,4,1,132
1912.3,2095.7,6288,58.7,228.0,4,1,148
1919.5,2129.6,6864,58.3,228.0,4,3,158
1923.5,1982.8,7568,86.0,228.0,4,1,115
1844.0,1936.8,7888,67.7,228.0,4,1,138
1807.1,1803.1,8336,81.7,228.0,4,1,153
1778.5,1805.6,9104,60.4,228.0,4,1,166
1647.9,1777.7,10256,67.2,228.0,4,1,165
1610.8,1744.6,10320,66.1,228.0,4,1,157
1788.1,1323.3,10896,147.3,228.0,4,1,132
1552.4,1711.2,1296,75.6,234.0,4,1,162
1555.8,1666.3,1552,61.4,234.0,4,1,165
1898.4,1977.8,4368,59.6,234.0,4,2,158
1849.6,1996.8,4624,71.9,234.0,4,1,133
1924.5,2031.8,5456,87.8,234.0,4,1,116
1961.7,2079.1,6160,53.8,234.0,4,2,140
1815.0,1799.5,8336,79.6,234.0,4,1,119
1707.3,1782.0,8976,68.9,234.0,4,1,148
1648.8,1821.4,9808,43.1,234.0,4,1,192
1858.6,1160.2,10960,110.3,234.0,4,1,101
1658.7,1856.1,2384,65.3,240.0,4,2,173
1796.4,1929.6,2768,68.7,240.0,4,1,116
1810.7,1945.4,2896,68.1,240.0,4,1,154
1813.6,1963.2,3152,64.6,240.0,4,1,150
1785.3,1945.7,3216,92.4,240.0,4,1,142
1902.1,1971.8,4368,62.7,240.0,4,2,140
1933.1,2050.0,7312,68.2,240.0,4,1,132
1643.8,1772.2,10192,66.5,240.0,4,1,172
1591.0,1740.4,10448,70.6,240.0,4,1,152
1676.9,1569.3,10768,94.3,240.0,4,1,206
1787.3,1877.7,2832,119.0,246.0,4,1,141
1836.7,1977.9,3408,70.5,246.0,4,1,125
1897.9,1960.1,3792,64.9,246.0,4,1,115
1907.4,1933.7,3920,100.9,246.0,4,1,131
1923.4,1972.2,4048,89.0,246.0,4,1,110
1903.5,1986.2,4816,58.2,246.0,4,1,132
1806.7,1816.3,8464,56.4,246.0,4,1,127
1656.4,1816.4,9808,43.6,246.0,4,1,254
1641.8,1750.6,10192,86.8,246.0,4,1,176
1617.3,1639.7,10640,117.1,246.0,4,1,166
1814.8,1438.5,10832,102.4,246.0,4,1,130
1673.3,1857.1,2384,58.4,252.0,4,1,137
1823.5,1984.1,3088,61.6,252.0,4,1,130
1806.3,1948.2,3216,81.5,252.0,4,1,146
1889.0,1894.4,3600,140.4,252.0,4,1,130
1917.1,1975.6,4368,53.0,252.0,4,1,116
1856.9,1993.6,4560,64.9,252.0,4,1,134
1946.1,1982.7,7504,80.0,252.0,4,1,128
1862.9,1885.5,8016,53.8,252.0,4,1,157
1740.9,1834.1,9424,89.9,252.0,4,1,170
1629.6,1803.3,9872,79.9,252.0,4,1,174
1660.6,1705.3,10384,68.7,252.0,4,1,224
1865.0,1366.2,10896,70.0,252.0,4,1,150
1478.9,1854.0,1040,125.0,258.0,4,1,204
1816.8,1897.2,2832,91.2,258.0,4,1,141
1849.2,1940.4,3024,80.5,258.0,4,1,138
1944.5,1982.6,4048,72.5,258.0,4,2,123
1954.8,1983.2,7504,77.2,258.0,4,1,144
1894.6,1923.8,7824,69.8,258.0,4,1,190
1846.9,1793.9,8336,71.5,258.0,4,2,148
1748.2,1850.2,9488,51.4,258.0,4,2,166
1992.1,1065.6,11024,61.1,258.0,4,2,155
1536.1,1776.1,1168,89.3,264.0,4,1,174
1683.8,1841.1,2384,71.9,264.0,4,1,155
1836.3,1946.1,3280,89.7,264.0,4,1,148
1963.2,1985.5,7504,73.6,264.0,4,1,112
1901.8,1922.3,7824,70.2,264.0,4,1,146
1853.8,1788.1,8336,76.2,264.0,4,1,122
1724.0,1809.8,9616,80.0,264.0,4,1,198
1648.4,1809.0,9744,81.9,264.0,4,1,153
1668.5,1802.0,9808,54.5,264.0,4,1,194
1642.4,1766.1,9872,113.8,264.0,4,1,173
1599.5,1765.0,10000,85.9,264.0,4,1,162
1656.0,1662.5,10640,84.7,264.0,4,1,238
1916.7,1185.0,10960,64.8,264.0,4,1,149
1545.5,1769.5,1168,95.4,270.0,4,1,149
1933.5,1980.3,4368,45.8,270.0,4,2,158
1954.4,1940.1,7696,60.6,270.0,4,1,128
1861.8,1784.5,8336,79.4,270.0,4,1,137
1768.7,1856.5,9424,63.1,270.0,4,1,253
1654.3,1804.5,9872,74.9,270.0,4,1,163
1873.5,1947.5,3024,72.0,276.0,4,1,142
1932.6,1987.5,4816,52.1,276.0,4,1,125
1989.5,1965.6,7568,81.5,276.0,4,1,111
1783.4,1860.8,9360,45.9,276.0,4,1,136
1681.3,1788.7,9808,67.8,276.0,4,2,202
1614.0,1798.0,10000,52.8,276.0,4,1,157
1685.5,1749.0,10192,81.3,276.0,4,1,222
1660.7,1739.5,10320,54.5,276.0,4,1,173
1639.7,1665.5,1488,72.7,282.0,4,1,167
1879.5,1955.7,3024,64.9,282.0,4,1,134
1855.1,1975.7,3152,44.4,282.0,4,1,148
1896.3,2014.6,3472,48.4,282.0,4,1,150
1939.1,1948.9,4304,92.4,282.0,4,1,138
1950.8,2057.6,6928,91.8,282.0,4,1,116
1995.9,1976.3,7568,71.9,282.0,4,1,140
1835.2,1773.9,9104,78.3,282.0,4,1,203
1731.9,1836.5,9552,67.3,282.0,4,1,130
1752.4,1795.3,9616,96.3,282.0,4,1,255
1687.3,1794.4,9808,63.2,282.0,4,2,208
1694.8,1746.2,10192,85.5,282.0,4,1,174
1846.8,1939.7,2768,51.9,288.0,4,1,114
1868.2,1950.4,3152,72.3,288.0,4,1,139
1962.8,1988.2,4112,54.6,288.0,4,1,139
1955.2,1967.6,4176,87.4,288.0,4,1,132
1997.5,2094.1,6480,80.4,288.0,4,1,162
1986.4,2050.0,7312,62.2,288.0,4,2,151
1767.7,1749.1,9552,161.2,288.0,4,1,255
1691.3,1661.0,10576,80.8,288.0,4,1,193
1695.4,1652.7,10640,98.8,288.0,4,1,235
1667.9,1679.3,10704,68.1,288.0,4,1,198
1750.4,1570.2,10768,85.0,288.0,4,1,248
1910.0,2008.7,3472,58.3,294.0,4,1,112
1959.5,1980.4,4176,77.1,294.0,4,1,138
1922.3,1986.8,4624,74.6,294.0,4,1,160
1997.3,2041.1,5392,60.1,294.0,4,1,119
1972.0,2056.8,6928,99.2,294.0,4,1,143
1990.4,2073.7,7248,60.3,294.0,4,1,124
2013.7,1973.2,7568,80.4,294.0,4,1,140
1960.1,1929.4,7760,71.6,294.0,4,1,115
1800.2,1858.2,9360,52.9,294.0,4,1,145
1720.8,1828.5,9680,71.3,294.0,4,1,255
1691.7,1816.7,9808,43.2,294.0,4,1,255
1655.1,1760.7,10128,76.5,294.0,4,1,238
1758.8,1573.0,10768,85.4,294.0,4,1,254
2398.9,897.0,11152,47.0,294.0,4,1,204
1616.5,1756.5,1232,74.9,300.0,4,1,175
1855.9,1983.4,3216,48.9,300.0,4,1,152
1919.1,2005.0,3472,65.7,300.0,4,1,156
1978.3,1970.7,3664,78.0,300.0,4,1,168
1954.3,1954.5,3856,78.5,300.0,4,1,135
1955.5,2003.5,4176,54.6,300.0,4,1,238
1959.3,1981.3,4368,51.7,300.0,4,1,136
2011.8,2028.5,5392,78.0,300.0,4,1,112
2008.3,1993.9,7504,74.8,300.0,4,1,148
2024.2,1971.9,7568,86.3,300.0,4,1,132
1969.5,1928.2,7760,77.0,300.0,4,1,149
1898.9,1776.3,8400,109.8,300.0,4,1,181
1769.0,1801.0,8976,42.4,300.0,4,1,145
1705.1,1781.3,10192,56.0,300.0,4,2,167
1689.3,1700.4,10512,78.6,300.0,4,1,200
1707.0,1673.7,10640,84.3,300.0,4,2,174
1673.6,1666.7,1296,130.6,306.0,4,1,140
1615.0,1651.5,1680,55.6,306.0,4,1,175
1964.2,1984.1,3600,54.1,306.0,4,1,149
1988.4,1957.3,3728,75.5,306.0,4,1,151
1986.4,2016.6,4048,45.5,306.0,4,1,168
1948.7,1999.7,4304,49.0,306.0,4,1,100
1950.6,1998.8,4752,54.5,306.0,4,1,142
2047.9,1985.6,5200,110.1,306.0,4,1,119
2020.2,2012.8,5264,87.6,306.0,4,1,112
2010.7,2121.5,6672,69.7,306.0,4,1,147
2036.1,1970.8,7568,93.8,306.0,4,1,119
1883.3,1736.4,8528,134.9,306.0,4,1,112
1827.9,1838.7,9360,83.8,306.0,4,2,160
1706.6,1822.1,9744,84.5,306.0,4,1,161
1713.6,1801.9,9808,67.1,306.0,4,1,182
1722.7,1785.2,9872,116.3,306.0,4,1,119
1716.3,1675.9,10640,87.5,306.0,4,2,165
2410.9,897.1,11152,52.9,306.0,4,1,220
1592.2,1942.1,976,144.9,312.0,4,1,246
1601.3,1802.9,1168,83.4,312.0,4,1,159
1968.8,1987.5,3600,54.5,312.0,4,1,148
1931.4,2022.7,4688,52.0,312.0,4,1,112
1965.7,1990.6,4752,70.4,312.0,4,1,129
2048.9,1971.2,7568,101.5,312.0,4,1,140
2010.3,1938.6,7696,83.5,312.0,4,1,132
1918.6,1893.3,8016,58.4,312.0,4,1,145
1929.4,1788.7,8336,101.1,312.0,4,1,143
1919.7,1787.3,8400,113.1,312.0,4,1,236
1768.6,1842.8,8848,51.7,312.0,4,1,144
1827.3,1852.5,9360,72.7,312.0,4,1,143
1825.1,1827.0,9488,98.9,312.0,4,1,245
1737.3,1787.1,9872,124.1,312.0,4,1,152
1712.0,1791.0,10192,52.3,312.0,4,1,178
1700.7,1712.2,10512,75.8,312.0,4,1,205
1743.7,1659.2,10640,117.8,312.0,4,1,220
1972.3,1195.2,10960,73.1,312.0,4,1,160
1556.6,1929.8,1040,69.5,318.0,4,3,189
1776.4,1909.4,2448,50.1,318.0,4,1,134
1839.5,1952.8,2640,52.6,318.0,4,1,170
1915.3,1950.9,2960,76.0,318.0,4,1,109
1899.5,1989.0,3024,45.1,318.0,4,1,139
1969.8,1994.3,3600,50.3,318.0,4,1,155
2054.0,2006.9,5264,114.7,318.0,4,1,152
2019.7,2080.3,7248,72.5,318.0,4,1,125
1742.8,1847.8,9680,68.6,318.0,4,1,202
1719.7,1834.0,9744,84.4,318.0,4,1,209
1726.1,1814.7,9872,96.6,318.0,4,1,253
1789.0,1592.6,10768,87.4,318.0,4,1,226
1582.8,1986.2,976,108.2,324.0,4,1,127
1656.6,1685.2,1424,58.5,324.0,4,1,192
1678.3,1697.6,1488,66.4,324.0,4,3,168
1683.1,1649.7,1552,112.7,324.0,4,1,110
1594.7,1671.5,1744,54.3,324.0,4,2,176
1783.0,1911.0,2448,54.1,324.0,4,1,150
1864.5,1957.5,2704,57.4,324.0,4,1,139
1903.8,1991.7,3024,46.7,324.0,4,1,151
1890.6,1982.8,3216,73.1,324.0,4,1,124
1791.9,1847.6,8720,53.9,324.0,4,1,127
1865.3,1816.8,9104,57.4,324.0,4,1,148
1858.4,1848.6,9360,98.6,324.0,4,1,170
1731.0,1814.9,9808,70.2,324.0,4,1,202
1669.0,1796.1,10064,78.2,324.0,4,1,177
1719.1,1707.3,10640,67.0,324.0,4,3,211
1970.7,1215.2,10960,58.4,324.0,4,1,158
2435.4,899.6,11152,68.7,324.0,4,1,145
1599.1,1922.0,1040,108.8,330.0,4,1,142
1643.1,1808.5,1168,112.8,330.0,4,1,191
1685.9,1675.3,1424,88.4,330.0,4,1,149
1635.8,1670.8,1616,51.2,330.0,4,1,182
1652.3,1703.0,1936,58.9,330.0,4,1,164
1641.9,1800.9,2064,64.1,330.0,4,1,172
1899.7,1988.1,3152,62.1,330.0,4,1,121
2031.1,2088.5,5648,55.1,330.0,4,1,161
2030.4,2128.4,6736,91.3,330.0,4,1,155
2078.0,1968.1,7632,125.8,330.0,4,1,124
2051.0,1925.6,7760,138.6,330.0,4,1,170
1830.4,1834.4,8656,55.0,330.0,4,1,172
1840.3,1870.9,9360,71.2,330.0,4,1,165
1714.0,1857.6,9744,65.9,330.0,4,1,131
1713.1,1845.4,9872,67.9,330.0,4,2,230
1685.4,1851.7,9936,36.9,330.0,4,1,165
1698.8,1787.4,10128,86.5,330.0,4,1,213
1731.1,1695.4,10704,97.3,330.0,4,1,182
1670.0,1852.4,2256,70.4,336.0,4,1,147
1943.7,1964.0,2960,92.9,336.0,4,1,118
1964.1,1998.4,3408,108.0,336.0,4,1,145
1996.1,1995.2,3728,57.0,336.0,4,1,165
2032.6,1971.2,3792,118.6,336.0,4,1,126
2014.0,2029.3,4048,59.5,336.0,4,1,158
1997.9,2017.0,4112,56.8,336.0,4,2,136
1972.8,2018.8,4752,59.4,336.0,4,1,147
1999.0,2007.4,4816,78.6,336.0,4,1,152
2065.3,2134.9,6992,67.7,336.0,4,1,132
2008.1,2120.7,7056,68.6,336.0,4,1,159
1870.1,1816.1,8528,72.3,336.0,4,1,189
1825.5,1885.7,9360,51.3,336.0,4,1,137
1711.6,1768.5,10320,61.9,336.0,4,1,160
1818.7,1608.9,10768,103.5,336.0,4,1,178
1651.6,1928.7,1040,154.2,342.0,4,1,145
1640.8,1815.2,2064,57.3,342.0,4,1,175
1652.3,1836.2,2128,66.2,342.0,4,1,150
1921.1,2001.2,3024,58.0,342.0,4,1,146
1966.9,2038.5,4688,73.8,342.0,4,1,139
2035.3,2099.8,5776,72.8,342.0,4,1,155
2040.1,2048.7,7440,65.5,342.0,4,1,176
2103.6,1987.2,7632,141.6,342.0,4,1,171
1717.6,1858.8,9872,66.5,342.0,4,2,255
1792.8,1734.7,10384,116.6,342.0,4,1,152
1662.4,1840.0,1168,119.6,348.0,4,1,145
1671.8,1706.2,1424,63.9,348.0,4,1,155
1925.8,2006.4,3024,61.2,348.0,4,1,143
1939.9,2026.5,3408,76.2,348.0,4,1,135
1990.0,2015.7,3600,58.9,348.0,4,1,151
1995.4,2026.3,3664,57.3,348.0,4,1,143
2011.6,2004.0,3728,69.0,348.0,4,2,137
2003.3,2023.2,4816,77.9,348.0,4,1,123
2017.1,2151.9,6800,82.9,348.0,4,3,128
2052.9,2053.0,7440,76.8,348.0,4,1,178
2037.7,1883.2,8080,162.8,348.0,4,1,194
1912.7,1853.0,8336,52.1,348.0,4,1,235
1712.3,1828.4,10000,106.1,348.0,4,1,230
1756.8,1812.9,10192,81.6,348.0,4,1,180
1707.3,1784.4,10448,82.7,348.0,4,2,143
1853.1,1623.6,10768,131.8,348.0,4,1,175
2434.9,928.2,11152,56.3,348.0,4,1,186
1915.8,1995.8,2960,57.2,354.0,4,2,149
1934.4,2033.1,3088,92.3,354.0,4,1,221
1914.9,2011.9,3152,69.4,354.0,4,1,107
2023.4,2032.0,4112,77.9,354.0,4,1,255
1688.4,1736.6,1488,63.8,0.0,5,3,203
1956.7,2001.8,2960,97.9,0.0,5,1,171
1939.1,2019.2,3024,73.2,0.0,5,1,112
1948.7,2061.9,3472,62.4,0.0,5,1,119
1996.0,2025.9,3920,47.5,0.0,5,1,119
2014.5,2053.5,4048,54.9,0.0,5,2,162
1938.4,1837.7,8976,190.6,0.0,5,1,156
1785.3,1870.2,9936,131.9,0.0,5,1,255
1711.2,1850.4,10000,102.7,0.0,5,1,253
